LGA,State,Case,Year
Eleme,Rivers,0.0,2025.0
Emuoha,Rivers,0.0,2025.0
Etche,Rivers,0.0,2025.0
Gokana,Rivers,0.0,2025.0
Ikwerre,Rivers,0.0,2025.0
Khana,Rivers,0.0,2025.0
Obio/Akpor,Rivers,0.0,2025.0
Ogba/Egbema/Ndoni,Rivers,0.0,2025.0
Ogu Bolo,Rivers,0.0,2025.0
Okrika,Rivers,0.0,2025.0
Omumma,Rivers,0.0,2025.0
Opobo/Nkoro,Rivers,0.0,2025.0
Oyigbo,Rivers,0.0,2025.0
Port-Harcourt,Rivers,0.0,2025.0
Tai,Rivers,0.0,2025.0
Binji,Sokoto,0.0,2025.0
Bodinga,Sokoto,0.0,2025.0
Dange Shuni,Sokoto,0.0,2025.0
Gada,Sokoto,0.0,2025.0
Goronyo,Sokoto,0.0,2025.0
Gudu,Sokoto,0.0,2025.0
Gwadabawa,Sokoto,0.0,2025.0
Illela,Sokoto,0.0,2025.0
Isa,Sokoto,0.0,2025.0
Kebbe,Sokoto,0.0,2025.0
Kware,Sokoto,0.0,2025.0
Rabah,Sokoto,0.0,2025.0
Sabon Birni,Sokoto,0.0,2025.0
Shagari,Sokoto,0.0,2025.0
Silame,Sokoto,0.0,2025.0
Sokoto North,Sokoto,0.0,2025.0
Sokoto South,Sokoto,0.0,2025.0
Tambuwal,Sokoto,0.0,2025.0
Tangaza,Sokoto,0.0,2025.0
Tureta,Sokoto,0.0,2025.0
Wamakko,Sokoto,0.0,2025.0
Wurno,Sokoto,0.0,2025.0
Yabo,Sokoto,0.0,2025.0
Ardo-Kola,Taraba,0.0,2025.0
Bali,Taraba,0.0,2025.0
Donga,Taraba,0.0,2025.0
Gashaka,Taraba,0.0,2025.0
Gassol,Taraba,0.0,2025.0
Ibi,Taraba,0.0,2025.0
Jalingo,Taraba,0.0,2025.0
Karim Lamido,Taraba,0.0,2025.0
Kurmi,Taraba,0.0,2025.0
Lau,Taraba,0.0,2025.0
Sardauna,Taraba,0.0,2025.0
Takum,Taraba,0.0,2025.0
Ussa,Taraba,0.0,2025.0
Wukari,Taraba,0.0,2025.0
Yorro,Taraba,0.0,2025.0
Zing,Taraba,0.0,2025.0
Bade,Yobe,0.0,2025.0
Bursari,Yobe,0.0,2025.0
Damaturu,Yobe,0.0,2025.0
Fika,Yobe,0.0,2025.0
Fune,Yobe,0.0,2025.0
Geidam,Yobe,0.0,2025.0
Gujba,Yobe,0.0,2025.0
Gulani,Yobe,0.0,2025.0
Jakusko,Yobe,0.0,2025.0
Karasuwa,Yobe,0.0,2025.0
Machina,Yobe,0.0,2025.0
Nangere,Yobe,0.0,2025.0
Nguru,Yobe,0.0,2025.0
Potiskum,Yobe,0.0,2025.0
Tarmuwa,Yobe,0.0,2025.0
Yunusari,Yobe,0.0,2025.0
Yusufari,Yobe,0.0,2025.0
Anka,Zamfara,0.0,2025.0
Bakura,Zamfara,0.0,2025.0
Birnin Magaji-Kiyaw,Zamfara,0.0,2025.0
Bukkuyum,Zamfara,0.0,2025.0
Bungudu,Zamfara,0.0,2025.0
Gummi,Zamfara,0.0,2025.0
Gusau,Zamfara,0.0,2025.0
Kaura Namoda,Zamfara,0.0,2025.0
Maradun,Zamfara,0.0,2025.0
Maru,Zamfara,0.0,2025.0
Shinkafi,Zamfara,0.0,2025.0
Talata Mafara,Zamfara,0.0,2025.0
Tsafe,Zamfara,0.0,2025.0
Zurmi,Zamfara,0.0,2025.0
Bende,Abia,15.0,2024.0
Umu-Nneochi,Abia,40.0,2024.0
Aba North,Abia,0.0,2024.0
Aba South,Abia,0.0,2024.0
Arochukwu,Abia,0.0,2024.0
Bende,Abia,0.0,2024.0
Ikwuano,Abia,0.0,2024.0
Isiala-Ngwa North,Abia,0.0,2024.0
Isiala-Ngwa South,Abia,0.0,2024.0
Isuikwuato,Abia,0.0,2024.0
Obi Nwga,Abia,0.0,2024.0
Ohafia,Abia,0.0,2024.0
Osisioma Ngwa,Abia,0.0,2024.0
Ugwunagbo,Abia,0.0,2024.0
Ukwa East,Abia,0.0,2024.0
Ukwa West,Abia,0.0,2024.0
Umu-Nneochi,Abia,0.0,2024.0
Umuahia North,Abia,0.0,2024.0
Umuahia South,Abia,0.0,2024.0
Yola North,Adamawa,486.0,2024.0
Demsa,Adamawa,0.0,2024.0
Fufore,Adamawa,0.0,2024.0
Ganye,Adamawa,0.0,2024.0
Girei,Adamawa,0.0,2024.0
Gombi,Adamawa,0.0,2024.0
Guyuk,Adamawa,0.0,2024.0
Hong,Adamawa,0.0,2024.0
Jada,Adamawa,0.0,2024.0
Lamurde,Adamawa,0.0,2024.0
Madagali,Adamawa,0.0,2024.0
Maiha,Adamawa,0.0,2024.0
Mayo-Belwa,Adamawa,0.0,2024.0
Michika,Adamawa,0.0,2024.0
Mubi North,Adamawa,0.0,2024.0
Mubi South,Adamawa,0.0,2024.0
Numan,Adamawa,0.0,2024.0
Shelleng,Adamawa,0.0,2024.0
Song,Adamawa,0.0,2024.0
Toungo,Adamawa,0.0,2024.0
Yola North,Adamawa,0.0,2024.0
Yola South,Adamawa,0.0,2024.0
Abak,Akwa Ibom,0.0,2024.0
Eastern Obolo,Akwa Ibom,0.0,2024.0
Eket,Akwa Ibom,0.0,2024.0
Esit Eket,Akwa Ibom,0.0,2024.0
Essien Udim,Akwa Ibom,0.0,2024.0
Etim Ekpo,Akwa Ibom,0.0,2024.0
Etinan,Akwa Ibom,0.0,2024.0
Ibeno,Akwa Ibom,0.0,2024.0
Ibesikpo Asutan,Akwa Ibom,0.0,2024.0
Ibiono Ibom,Akwa Ibom,0.0,2024.0
Ika,Akwa Ibom,0.0,2024.0
Ikono,Akwa Ibom,0.0,2024.0
Ikot Abasi,Akwa Ibom,0.0,2024.0
Ikot Ekpene,Akwa Ibom,0.0,2024.0
Ini,Akwa Ibom,0.0,2024.0
Itu,Akwa Ibom,0.0,2024.0
Mbo,Akwa Ibom,0.0,2024.0
Mkpat Enin,Akwa Ibom,0.0,2024.0
Nsit Atai,Akwa Ibom,0.0,2024.0
Nsit Ibom,Akwa Ibom,0.0,2024.0
Nsit Ubium,Akwa Ibom,0.0,2024.0
Obot Akara,Akwa Ibom,0.0,2024.0
Okobo,Akwa Ibom,0.0,2024.0
Onna,Akwa Ibom,0.0,2024.0
Oron,Akwa Ibom,0.0,2024.0
Oruk Anam,Akwa Ibom,0.0,2024.0
Udung Uko,Akwa Ibom,0.0,2024.0
Ukanafun,Akwa Ibom,0.0,2024.0
Uruan,Akwa Ibom,0.0,2024.0
Urue Offong/Oruko,Akwa Ibom,0.0,2024.0
Uyo,Akwa Ibom,0.0,2024.0
Aguata,Anambra,0.0,2024.0
Anambra East,Anambra,0.0,2024.0
Anambra West,Anambra,0.0,2024.0
Anaocha,Anambra,0.0,2024.0
Awka North,Anambra,0.0,2024.0
Awka South,Anambra,0.0,2024.0
Ayamelum,Anambra,0.0,2024.0
Dunukofia,Anambra,0.0,2024.0
Ekwusigo,Anambra,0.0,2024.0
Idemili North,Anambra,0.0,2024.0
Idemili South,Anambra,0.0,2024.0
Ihiala,Anambra,0.0,2024.0
Njikoka,Anambra,0.0,2024.0
Nnewi North,Anambra,0.0,2024.0
Nnewi South,Anambra,0.0,2024.0
Ogbaru,Anambra,0.0,2024.0
Onitsha North,Anambra,0.0,2024.0
Onitsha South,Anambra,0.0,2024.0
Orumba North,Anambra,0.0,2024.0
Orumba South,Anambra,0.0,2024.0
Oyi,Anambra,0.0,2024.0
Giade,Bauchi,33.0,2024.0
Alkaleri,Bauchi,0.0,2024.0
Bogoro,Bauchi,0.0,2024.0
Dambam,Bauchi,0.0,2024.0
Darazo,Bauchi,0.0,2024.0
Gamawa,Bauchi,0.0,2024.0
Giade,Bauchi,0.0,2024.0
Itas/Gadau,Bauchi,0.0,2024.0
Jama'Are,Bauchi,0.0,2024.0
Katagum,Bauchi,0.0,2024.0
Kirfi,Bauchi,0.0,2024.0
Misau,Bauchi,0.0,2024.0
Shira,Bauchi,0.0,2024.0
Zaki,Bauchi,0.0,2024.0
Ekeremor,Bayelsa,52.0,2024.0
Kolokuma/Opokuma,Bayelsa,47.0,2024.0
Nembe,Bayelsa,54.0,2024.0
Ogbia,Bayelsa,48.0,2024.0
Sagbama,Bayelsa,35.0,2024.0
Southern Ijaw,Bayelsa,172.0,2024.0
Yenegoa,Bayelsa,68.0,2024.0
Brass,Bayelsa,0.0,2024.0
Ekeremor,Bayelsa,0.0,2024.0
Kolokuma/Opokuma,Bayelsa,0.0,2024.0
Nembe,Bayelsa,0.0,2024.0
Ogbia,Bayelsa,0.0,2024.0
Sagbama,Bayelsa,0.0,2024.0
Southern Ijaw,Bayelsa,0.0,2024.0
Yenegoa,Bayelsa,0.0,2024.0
Ado,Benue,0.0,2024.0
Agatu,Benue,0.0,2024.0
Apa,Benue,0.0,2024.0
Buruku,Benue,0.0,2024.0
Gboko,Benue,0.0,2024.0
Guma,Benue,0.0,2024.0
Gwer East,Benue,0.0,2024.0
Gwer West,Benue,0.0,2024.0
Katsina-Ala,Benue,0.0,2024.0
Konshisha,Benue,0.0,2024.0
Kwande,Benue,0.0,2024.0
Logo,Benue,0.0,2024.0
Makurdi,Benue,0.0,2024.0
Obi,Benue,0.0,2024.0
Ogbadibo,Benue,0.0,2024.0
Ohimini,Benue,0.0,2024.0
Oju,Benue,0.0,2024.0
Okpokwu,Benue,0.0,2024.0
Oturkpo,Benue,0.0,2024.0
Tarka,Benue,0.0,2024.0
Ukum,Benue,0.0,2024.0
Ushongo,Benue,0.0,2024.0
Vandeikya,Benue,0.0,2024.0
Gwoza,Borno,450.0,2024.0
Abadam,Borno,0.0,2024.0
Askira Uba,Borno,0.0,2024.0
Bama,Borno,0.0,2024.0
Bayo,Borno,0.0,2024.0
Biu,Borno,0.0,2024.0
Chibok,Borno,0.0,2024.0
Damboa,Borno,0.0,2024.0
Dikwa,Borno,0.0,2024.0
Gubio,Borno,0.0,2024.0
Guzamala,Borno,0.0,2024.0
Hawul,Borno,0.0,2024.0
Jere,Borno,0.0,2024.0
Kaga,Borno,0.0,2024.0
Kala Balge,Borno,0.0,2024.0
Konduga,Borno,0.0,2024.0
Kukawa,Borno,0.0,2024.0
Kwaya Kusar,Borno,0.0,2024.0
Mafa,Borno,0.0,2024.0
Magumeri,Borno,0.0,2024.0
Marte,Borno,0.0,2024.0
Mobbar,Borno,0.0,2024.0
Monguno,Borno,0.0,2024.0
Ngala,Borno,0.0,2024.0
Nganzai,Borno,0.0,2024.0
Shani,Borno,0.0,2024.0
Akpabuyo,Cross River,2.0,2024.0
Bakassi,Cross River,1.0,2024.0
Biase,Cross River,13.0,2024.0
Etung,Cross River,16.0,2024.0
Abi,Cross River,0.0,2024.0
Akamkpa,Cross River,0.0,2024.0
Akpabuyo,Cross River,0.0,2024.0
Bakassi,Cross River,0.0,2024.0
Bekwarra,Cross River,0.0,2024.0
Biase,Cross River,0.0,2024.0
Boki,Cross River,0.0,2024.0
Calabar Municipal,Cross River,0.0,2024.0
Calabar South,Cross River,0.0,2024.0
Etung,Cross River,0.0,2024.0
Ikom,Cross River,0.0,2024.0
Obanliku,Cross River,0.0,2024.0
Obubra,Cross River,0.0,2024.0
Obudu,Cross River,0.0,2024.0
Odukpani,Cross River,0.0,2024.0
Ogoja,Cross River,0.0,2024.0
Yakurr,Cross River,0.0,2024.0
Yala,Cross River,0.0,2024.0
Warri South-West,Delta,34.0,2024.0
Aniocha North,Delta,0.0,2024.0
Aniocha South,Delta,0.0,2024.0
Bomadi,Delta,0.0,2024.0
Burutu,Delta,0.0,2024.0
Ethiope East,Delta,0.0,2024.0
Ethiope West,Delta,0.0,2024.0
Ika North East,Delta,0.0,2024.0
Ika South,Delta,0.0,2024.0
Isoko North,Delta,0.0,2024.0
Isoko South,Delta,0.0,2024.0
Ndokwa East,Delta,0.0,2024.0
Ndokwa West,Delta,0.0,2024.0
Okpe,Delta,0.0,2024.0
Oshimili North,Delta,0.0,2024.0
Oshimili South,Delta,0.0,2024.0
Patani,Delta,0.0,2024.0
Sapele,Delta,0.0,2024.0
Udu,Delta,0.0,2024.0
Ughelli North,Delta,0.0,2024.0
Ughelli South,Delta,0.0,2024.0
Ukwuani,Delta,0.0,2024.0
Uvwie,Delta,0.0,2024.0
Warri North,Delta,0.0,2024.0
Warri South,Delta,0.0,2024.0
Warri South-West,Delta,0.0,2024.0
Afikpo North,Ebonyi,28.0,2024.0
Abakaliki,Ebonyi,0.0,2024.0
Afikpo North,Ebonyi,0.0,2024.0
Afikpo South,Ebonyi,0.0,2024.0
Ebonyi,Ebonyi,0.0,2024.0
Ezza North,Ebonyi,0.0,2024.0
Ezza South,Ebonyi,0.0,2024.0
Ikwo,Ebonyi,0.0,2024.0
Ishielu,Ebonyi,0.0,2024.0
Ivo,Ebonyi,0.0,2024.0
Izzi,Ebonyi,0.0,2024.0
Ohaozara,Ebonyi,0.0,2024.0
Ohaukwu,Ebonyi,0.0,2024.0
Onicha,Ebonyi,0.0,2024.0
Akoko-Edo,Edo,0.0,2024.0
Egor,Edo,0.0,2024.0
Esan Central,Edo,0.0,2024.0
Esan North-East,Edo,0.0,2024.0
Esan South-East,Edo,0.0,2024.0
Esan West,Edo,0.0,2024.0
Etsako Central,Edo,0.0,2024.0
Etsako East,Edo,0.0,2024.0
Etsako West,Edo,0.0,2024.0
Iguegben,Edo,0.0,2024.0
Ikpoba-Okha,Edo,0.0,2024.0
Oredo,Edo,0.0,2024.0
Orhionmwon,Edo,0.0,2024.0
Ovia North-East,Edo,0.0,2024.0
Ovia South-West,Edo,0.0,2024.0
Owan East,Edo,0.0,2024.0
Owan West,Edo,0.0,2024.0
Uhunmwonde,Edo,0.0,2024.0
Ado-Ekiti,Ekiti,0.0,2024.0
Efon,Ekiti,0.0,2024.0
Ekiti East,Ekiti,0.0,2024.0
Ekiti South-West,Ekiti,0.0,2024.0
Ekiti West,Ekiti,0.0,2024.0
Emure,Ekiti,0.0,2024.0
Gbonyin,Ekiti,0.0,2024.0
Ido-Osi,Ekiti,0.0,2024.0
Ijero,Ekiti,0.0,2024.0
Ikere,Ekiti,0.0,2024.0
Ikole,Ekiti,0.0,2024.0
Ilejemeje,Ekiti,0.0,2024.0
Irepodun/Ifelodun,Ekiti,0.0,2024.0
Ise/Orun,Ekiti,0.0,2024.0
Moba,Ekiti,0.0,2024.0
Oye,Ekiti,0.0,2024.0
Aninri,Enugu,0.0,2024.0
Awgu,Enugu,0.0,2024.0
Enugu East,Enugu,0.0,2024.0
Enugu North,Enugu,0.0,2024.0
Enugu South,Enugu,0.0,2024.0
Ezeagu,Enugu,0.0,2024.0
Igbo-Etiti,Enugu,0.0,2024.0
Igbo-Eze-South,Enugu,0.0,2024.0
Igbo-Eze North,Enugu,0.0,2024.0
Isi-Uzo,Enugu,0.0,2024.0
Nkanu East,Enugu,0.0,2024.0
Nkanu West,Enugu,0.0,2024.0
Nsukka,Enugu,0.0,2024.0
Oji-River,Enugu,0.0,2024.0
Udenu,Enugu,0.0,2024.0
Udi,Enugu,0.0,2024.0
Uzo-Uwani,Enugu,0.0,2024.0
Abaji,Fct,0.0,2024.0
Bwari,Fct,0.0,2024.0
Gwagwalada,Fct,0.0,2024.0
Kuje,Fct,0.0,2024.0
Kwali,Fct,0.0,2024.0
Municipal Area Council,Fct,0.0,2024.0
Akko,Gombe,0.0,2024.0
Balanga,Gombe,0.0,2024.0
Billiri,Gombe,0.0,2024.0
Dukku,Gombe,0.0,2024.0
Funakaye,Gombe,0.0,2024.0
Gombe,Gombe,0.0,2024.0
Kaltungo,Gombe,0.0,2024.0
Kwami,Gombe,0.0,2024.0
Nafada,Gombe,0.0,2024.0
Shomgom,Gombe,0.0,2024.0
Yamaltu/Deba,Gombe,0.0,2024.0
Aboh-Mbaise,Imo,0.0,2024.0
Ahiazu-Mbaise,Imo,0.0,2024.0
Ehime-Mbano,Imo,0.0,2024.0
Ezinihitte,Imo,0.0,2024.0
Ideato North,Imo,0.0,2024.0
Ideato South,Imo,0.0,2024.0
Ihitte/Uboma,Imo,0.0,2024.0
Ikeduru,Imo,0.0,2024.0
Isiala Mbano,Imo,0.0,2024.0
Isu,Imo,0.0,2024.0
Mbatoli,Imo,0.0,2024.0
Ngor-Okpala,Imo,0.0,2024.0
Njaba,Imo,0.0,2024.0
Nkwerre,Imo,0.0,2024.0
Nwangele,Imo,0.0,2024.0
Obowo,Imo,0.0,2024.0
Oguta,Imo,0.0,2024.0
Ohaji/Egbema,Imo,0.0,2024.0
Okigwe,Imo,0.0,2024.0
Onuimo,Imo,0.0,2024.0
Orlu,Imo,0.0,2024.0
Orsu,Imo,0.0,2024.0
Oru East,Imo,0.0,2024.0
Oru West,Imo,0.0,2024.0
Owerri Municipal,Imo,0.0,2024.0
Owerri North,Imo,0.0,2024.0
Owerri West,Imo,0.0,2024.0
Auyo,Jigawa,216.0,2024.0
Auyo,Jigawa,0.0,2024.0
Babura,Jigawa,0.0,2024.0
Biriniwa,Jigawa,0.0,2024.0
Buji,Jigawa,0.0,2024.0
Gagarawa,Jigawa,0.0,2024.0
Garki,Jigawa,0.0,2024.0
Gumel,Jigawa,0.0,2024.0
Guri,Jigawa,0.0,2024.0
Gwaram,Jigawa,0.0,2024.0
Gwiwa,Jigawa,0.0,2024.0
Jahun,Jigawa,0.0,2024.0
Kafin Hausa,Jigawa,0.0,2024.0
Kazaure,Jigawa,0.0,2024.0
Kiri Kasama,Jigawa,0.0,2024.0
Kiyawa,Jigawa,0.0,2024.0
Maigatari,Jigawa,0.0,2024.0
Malam Madori,Jigawa,0.0,2024.0
Miga,Jigawa,0.0,2024.0
Ringim,Jigawa,0.0,2024.0
Roni,Jigawa,0.0,2024.0
Sule Tankarkar,Jigawa,0.0,2024.0
Taura,Jigawa,0.0,2024.0
Yankwashi,Jigawa,0.0,2024.0
Birnin Gwari,Kaduna,0.0,2024.0
Chikun,Kaduna,0.0,2024.0
Giwa,Kaduna,0.0,2024.0
Igabi,Kaduna,0.0,2024.0
Ikara,Kaduna,0.0,2024.0
Jaba,Kaduna,0.0,2024.0
Jema'A,Kaduna,0.0,2024.0
Kachia,Kaduna,0.0,2024.0
Kaduna North,Kaduna,0.0,2024.0
Kaduna South,Kaduna,0.0,2024.0
Kagarko,Kaduna,0.0,2024.0
Kajuru,Kaduna,0.0,2024.0
Kaura,Kaduna,0.0,2024.0
Kauru,Kaduna,0.0,2024.0
Kubau,Kaduna,0.0,2024.0
Kudan,Kaduna,0.0,2024.0
Lere,Kaduna,0.0,2024.0
Makarfi,Kaduna,0.0,2024.0
Sabon Gari,Kaduna,0.0,2024.0
Sanga,Kaduna,0.0,2024.0
Soba,Kaduna,0.0,2024.0
Zangon Kataf,Kaduna,0.0,2024.0
Zaria,Kaduna,0.0,2024.0
Ajingi,Kano,0.0,2024.0
Albasu,Kano,0.0,2024.0
Bagwai,Kano,0.0,2024.0
Bebeji,Kano,0.0,2024.0
Bunkure,Kano,0.0,2024.0
Dala,Kano,0.0,2024.0
Dambatta,Kano,0.0,2024.0
Dawakin Kudu,Kano,0.0,2024.0
Dawakin Tofa,Kano,0.0,2024.0
Doguwa,Kano,0.0,2024.0
Fagge,Kano,0.0,2024.0
Gabasawa,Kano,0.0,2024.0
Garko,Kano,0.0,2024.0
Garun Malam,Kano,0.0,2024.0
Gaya,Kano,0.0,2024.0
Gezawa,Kano,0.0,2024.0
Gwale,Kano,0.0,2024.0
Gwarzo,Kano,0.0,2024.0
Kabo,Kano,0.0,2024.0
Kano Municipal,Kano,0.0,2024.0
Karaye,Kano,0.0,2024.0
Kibiya,Kano,0.0,2024.0
Kiru,Kano,0.0,2024.0
Kumbotso,Kano,0.0,2024.0
Kunchi,Kano,0.0,2024.0
Kura,Kano,0.0,2024.0
Madobi,Kano,0.0,2024.0
Makoda,Kano,0.0,2024.0
Minjibir,Kano,0.0,2024.0
Nassarawa,Kano,0.0,2024.0
Rano,Kano,0.0,2024.0
Rimin Gado,Kano,0.0,2024.0
Rogo,Kano,0.0,2024.0
Shanono,Kano,0.0,2024.0
Takai,Kano,0.0,2024.0
Tarauni,Kano,0.0,2024.0
Tofa,Kano,0.0,2024.0
Tsanyawa,Kano,0.0,2024.0
Tudun Wada,Kano,0.0,2024.0
Ungogo,Kano,0.0,2024.0
Warawa,Kano,0.0,2024.0
Wudil,Kano,0.0,2024.0
Bakori,Katsina,0.0,2024.0
Batagarawa,Katsina,0.0,2024.0
Batsari,Katsina,0.0,2024.0
Baure,Katsina,0.0,2024.0
Bindawa,Katsina,0.0,2024.0
Charanchi,Katsina,0.0,2024.0
Dan Musa,Katsina,0.0,2024.0
Dandume,Katsina,0.0,2024.0
Danja,Katsina,0.0,2024.0
Daura,Katsina,0.0,2024.0
Dutsi,Katsina,0.0,2024.0
Dutsin Ma,Katsina,0.0,2024.0
Faskari,Katsina,0.0,2024.0
Ingawa,Katsina,0.0,2024.0
Jibia,Katsina,0.0,2024.0
Kafur,Katsina,0.0,2024.0
Kaita,Katsina,0.0,2024.0
Kankara,Katsina,0.0,2024.0
Kankia,Katsina,0.0,2024.0
Katsina,Katsina,0.0,2024.0
Kurfi,Katsina,0.0,2024.0
Kusada,Katsina,0.0,2024.0
Mai'Adua,Katsina,0.0,2024.0
Malumfashi,Katsina,0.0,2024.0
Mani,Katsina,0.0,2024.0
Mashi,Katsina,0.0,2024.0
Matazu,Katsina,0.0,2024.0
Musawa,Katsina,0.0,2024.0
Rimi,Katsina,0.0,2024.0
Sabuwa,Katsina,0.0,2024.0
Safana,Katsina,0.0,2024.0
Sandamu,Katsina,0.0,2024.0
Zango,Katsina,0.0,2024.0
Aleiro,Kebbi,0.0,2024.0
Arewa Dandi,Kebbi,0.0,2024.0
Argungu,Kebbi,0.0,2024.0
Augie,Kebbi,0.0,2024.0
Bagudu,Kebbi,0.0,2024.0
Birnin Kebbi,Kebbi,0.0,2024.0
Bunza,Kebbi,0.0,2024.0
Dandi,Kebbi,0.0,2024.0
Fakai,Kebbi,0.0,2024.0
Gwandu,Kebbi,0.0,2024.0
Jega,Kebbi,0.0,2024.0
Kalgo,Kebbi,0.0,2024.0
Koko-Besse,Kebbi,0.0,2024.0
Maiyama,Kebbi,0.0,2024.0
Ngaski,Kebbi,0.0,2024.0
Sakaba,Kebbi,0.0,2024.0
Shanga,Kebbi,0.0,2024.0
Suru,Kebbi,0.0,2024.0
Wasagu-Danko,Kebbi,0.0,2024.0
Yauri,Kebbi,0.0,2024.0
Zuru,Kebbi,0.0,2024.0
Adavi,Kogi,0.0,2024.0
Ajaokuta,Kogi,0.0,2024.0
Ankpa,Kogi,0.0,2024.0
Bassa,Kogi,0.0,2024.0
Dekina,Kogi,0.0,2024.0
Ibaji,Kogi,0.0,2024.0
Idah,Kogi,0.0,2024.0
Igalamela-Odolu,Kogi,0.0,2024.0
Ijumu,Kogi,0.0,2024.0
Kabba/Bunu,Kogi,0.0,2024.0
Kogi,Kogi,0.0,2024.0
Lokoja,Kogi,0.0,2024.0
Mopa-Muro,Kogi,0.0,2024.0
Ofu,Kogi,0.0,2024.0
Ogori/Magongo,Kogi,0.0,2024.0
Okehi,Kogi,0.0,2024.0
Okene,Kogi,0.0,2024.0
Olamaboro,Kogi,0.0,2024.0
Omala,Kogi,0.0,2024.0
Yagba East,Kogi,0.0,2024.0
Yagba West,Kogi,0.0,2024.0
Asa,Kwara,0.0,2024.0
Baruten,Kwara,0.0,2024.0
Edu,Kwara,0.0,2024.0
Ekiti,Kwara,0.0,2024.0
Ifelodun,Kwara,0.0,2024.0
Ilorin East,Kwara,0.0,2024.0
Ilorin South,Kwara,0.0,2024.0
Ilorin West,Kwara,0.0,2024.0
Irepodun,Kwara,0.0,2024.0
Isin,Kwara,0.0,2024.0
Kaiama,Kwara,0.0,2024.0
Moro,Kwara,0.0,2024.0
Offa,Kwara,0.0,2024.0
Oke Ero,Kwara,0.0,2024.0
Oyun,Kwara,0.0,2024.0
Pategi,Kwara,0.0,2024.0
Ajeromi/Ifelodun,Lagos,384.0,2024.0
Alimosho,Lagos,422.0,2024.0
Apapa,Lagos,185.0,2024.0
Epe,Lagos,285.0,2024.0
Eti Osa,Lagos,576.0,2024.0
Ikorodu,Lagos,198.0,2024.0
Kosofe,Lagos,196.0,2024.0
Lagos Island,Lagos,596.0,2024.0
Lagos Mainland,Lagos,562.0,2024.0
Mushin,Lagos,143.0,2024.0
Ojo,Lagos,125.0,2024.0
Oshodi/Isolo,Lagos,113.0,2024.0
Shomolu,Lagos,122.0,2024.0
Surulere,Lagos,271.0,2024.0
Agege,Lagos,0.0,2024.0
Ajeromi/Ifelodun,Lagos,0.0,2024.0
Alimosho,Lagos,0.0,2024.0
Amuwo Odofin,Lagos,0.0,2024.0
Apapa,Lagos,0.0,2024.0
Badagry,Lagos,0.0,2024.0
Epe,Lagos,0.0,2024.0
Eti Osa,Lagos,0.0,2024.0
Ibeju Lekki,Lagos,0.0,2024.0
Ifako/Ijaye,Lagos,0.0,2024.0
Ikeja,Lagos,0.0,2024.0
Ikorodu,Lagos,0.0,2024.0
Kosofe,Lagos,0.0,2024.0
Lagos Island,Lagos,0.0,2024.0
Lagos Mainland,Lagos,0.0,2024.0
Mushin,Lagos,0.0,2024.0
Ojo,Lagos,0.0,2024.0
Oshodi/Isolo,Lagos,0.0,2024.0
Shomolu,Lagos,0.0,2024.0
Surulere,Lagos,0.0,2024.0
Akwanga,Nasarawa,0.0,2024.0
Awe,Nasarawa,0.0,2024.0
Doma,Nasarawa,0.0,2024.0
Karu,Nasarawa,0.0,2024.0
Keana,Nasarawa,0.0,2024.0
Keffi,Nasarawa,0.0,2024.0
Kokona,Nasarawa,0.0,2024.0
Lafia,Nasarawa,0.0,2024.0
Nasarawa,Nasarawa,0.0,2024.0
Nasarawa Egon,Nasarawa,0.0,2024.0
Obi,Nasarawa,0.0,2024.0
Toto,Nasarawa,0.0,2024.0
Wamba,Nasarawa,0.0,2024.0
Agaie,Niger,0.0,2024.0
Agwara,Niger,0.0,2024.0
Bida,Niger,0.0,2024.0
Borgu,Niger,0.0,2024.0
Bosso,Niger,0.0,2024.0
Chanchaga,Niger,0.0,2024.0
Edati,Niger,0.0,2024.0
Gbako,Niger,0.0,2024.0
Gurara,Niger,0.0,2024.0
Katcha,Niger,0.0,2024.0
Kontagora,Niger,0.0,2024.0
Lapai,Niger,0.0,2024.0
Lavun,Niger,0.0,2024.0
Magama,Niger,0.0,2024.0
Mariga,Niger,0.0,2024.0
Mashegu,Niger,0.0,2024.0
Mokwa,Niger,0.0,2024.0
Munya,Niger,0.0,2024.0
Paikoro,Niger,0.0,2024.0
Rafi,Niger,0.0,2024.0
Rijau,Niger,0.0,2024.0
Shiroro,Niger,0.0,2024.0
Suleja,Niger,0.0,2024.0
Tafa,Niger,0.0,2024.0
Wushishi,Niger,0.0,2024.0
Abeokuta North,Ogun,0.0,2024.0
Abeokuta South,Ogun,0.0,2024.0
Ado Odo/Ota,Ogun,0.0,2024.0
Ewekoro,Ogun,0.0,2024.0
Ifo,Ogun,0.0,2024.0
Ijebu East,Ogun,0.0,2024.0
Ijebu North,Ogun,0.0,2024.0
Ijebu North East,Ogun,0.0,2024.0
Ijebu Ode,Ogun,0.0,2024.0
Ikenne,Ogun,0.0,2024.0
Imeko Afon,Ogun,0.0,2024.0
Ipokia,Ogun,0.0,2024.0
Obafemi Owode,Ogun,0.0,2024.0
Odeda,Ogun,0.0,2024.0
Odogbolu,Ogun,0.0,2024.0
Ogun Waterside,Ogun,0.0,2024.0
Remo North,Ogun,0.0,2024.0
Shagamu,Ogun,0.0,2024.0
Yewa North,Ogun,0.0,2024.0
Yewa South,Ogun,0.0,2024.0
Okitipupa,Ondo,11.0,2024.0
